2019-12-30 13:33:37+00:00; alexandregarcia; Minha resposta às mulheres. E a uma operadora de call center https://t.co/3OaOyOiQxO via @YouTube; 19; 84; 1048; 0; https://twitter.com/alexandregarcia/status/1211641492009373696; None; None
2019-01-25 21:50:27+00:00; alexandregarcia; @Pedrodon17 E quem quer alçar voo, que atente para as teias.; 0; 1; 8; 0; https://twitter.com/alexandregarcia/status/1088917036833615873; None; None
2019-01-25 21:46:45+00:00; alexandregarcia; Hoje São Paulo comemora 465 de fundação. No quarto centenário , meu pai me deu uma camisa multi-estampada com o brazão do “non dvcor dvco.” Eu estudava Latim no ginásio e traduzi. “Conduzo; não sou conduzido”. 65 anos depois, Sampa é cada vez mais o condutor. https://t.co/IBavRPhYjq; 85; 458; 4212; 30; https://twitter.com/alexandregarcia/status/1088916105811451904; None; None
2019-01-25 17:14:04+00:00; alexandregarcia; @VEJA Afinal, foram as balas ou as vítimas que foram fatais?; 392; 693; 9816; 44; https://twitter.com/alexandregarcia/status/1088847482577133571; None; None
2019-01-25 17:12:09+00:00; alexandregarcia; Depois de Mariana, Brumadinho. Igual a desabamento de encostas e rompimentos de viadutos. As tragédias, por aqui, não ensinam a prevenir. Aí, elas se repetem.; 885; 4799; 28837; 221; https://twitter.com/alexandregarcia/status/1088847002618744832; None; None
2019-01-25 13:25:16+00:00; alexandregarcia; Venezuelano refugiado me conta como o socialismo bolivariano acabou com a produção de arroz. Na @eldoradoradio  https://t.co/TaJXP3cHdQ; 83; 1017; 4956; 18; https://twitter.com/alexandregarcia/status/1088789904765734912; None; None
2019-01-25 11:41:23+00:00; alexandregarcia; A moça continua no mesmo endereço.  O beijo da mulher-aranha, à espera de insetos voadores descuidados. https://t.co/loZW6NyYSk; 75; 53; 1716; 3; https://twitter.com/alexandregarcia/status/1088763762159640576; None; None
2019-01-25 11:28:17+00:00; alexandregarcia; @anaamelialemos Obrigado à excelente representante do RS, um voz que sempre se destacou no Senado. Conhecedora como poucos dos problemas nacionais. Modelo de correção e ética.; 98; 407; 7858; 10; https://twitter.com/alexandregarcia/status/1088760463234658304; None; None
2019-01-25 10:25:04+00:00; alexandregarcia; @novacafeina “Quando que”; 1; 0; 5; 0; https://twitter.com/alexandregarcia/status/1088744553191038977; None; None
2019-01-25 01:05:24+00:00; alexandregarcia; @Marcelo_Xexeu @eldoradoradio Obrigado por lembrar. Vou me policiar. A crítica é mais amiga que o aplauso.; 5; 1; 93; 1; https://twitter.com/alexandregarcia/status/1088603709863546881; None; None
2019-01-24 22:59:33+00:00; alexandregarcia; @reynaldo_per_sa @LuzCortizo Chofer do inconsciente coletivo.; 15; 11; 903; 0; https://twitter.com/alexandregarcia/status/1088572038913183745; None; None
2019-01-24 22:48:48+00:00; alexandregarcia; @JORGESCCP1966 Lave-me or leave me.; 2; 2; 57; 1; https://twitter.com/alexandregarcia/status/1088569332555309056; None; None
2019-01-24 22:48:05+00:00; alexandregarcia; @miquelangelo22 Não; teria que saber o nome do fornecedor da palheta.; 1; 1; 8; 0; https://twitter.com/alexandregarcia/status/1088569155480178689; None; None
2019-01-24 22:43:18+00:00; alexandregarcia; @sandranasralla @MFlorindoB O general Galtieri apostou nos soviéticos para afastar Thatcher das Malvinas. Mas elas continuaram Falklands.; 32; 54; 1334; 1; https://twitter.com/alexandregarcia/status/1088567949064105984; None; None
2019-01-24 22:03:10+00:00; alexandregarcia; Maduro deu 72 horas para USA se  retirar. E se não? A Embaixada é território americano. Vai atacar os fuzileiros? Caracas seria Saigon? Vai invadir, mostrando força? Ou recuar mostrando fraqueza? Ao dar ultimato, Maduro cruzou o Rubicom; agora vai ter que provar que é César.; 1571; 7290; 46198; 451; https://twitter.com/alexandregarcia/status/1088557850606092291; None; None
2019-01-24 21:31:47+00:00; alexandregarcia; Meu artigo semanal nos jornais fala do nosso direito natural de defesa da vida, propriedade e liberdade. "Os chifres da gazela" https://t.co/nyP80B2Kys; 95; 684; 4017; 26; https://twitter.com/alexandregarcia/status/1088549952387727360; None; None
2019-01-24 19:02:26+00:00; alexandregarcia; Limpador eficiente https://t.co/fs46wZdafz; 196; 103; 2371; 21; https://twitter.com/alexandregarcia/status/1088512366709538816; None; None
2019-01-24 16:53:33+00:00; alexandregarcia; Ainda falta descobrir quem está por trás de Adelio Bispo, que quis matar Bolsonaro. Na @eldoradoradio https://t.co/fw1bTit6H2; 692; 4058; 19415; 259; https://twitter.com/alexandregarcia/status/1088479933305966593; None; None
2019-01-24 00:32:11+00:00; alexandregarcia; @lango_lango85 @GeneralMourao Muito tempo são milhões de anos. Ribbentrop com Molotov foi hoje.; 5; 3; 113; 0; https://twitter.com/alexandregarcia/status/1088232963723145216; None; None
2019-01-23 23:39:47+00:00; alexandregarcia; @AlanCvct Quem não é mudo.; 6; 2; 133; 2; https://twitter.com/alexandregarcia/status/1088219776177065990; None; None
2019-01-23 23:38:43+00:00; alexandregarcia; @_Marcelo_Cruz E quando estiver parcialmente lotado, estará parcialmente vazio? E, estando vazio, estará totalmente lotado de vazio? (a gente se diverte); 7; 4; 354; 2; https://twitter.com/alexandregarcia/status/1088219506357477377; None; None
2019-01-23 23:34:16+00:00; alexandregarcia; @fabio_zaboti O corretor do meu celular é um idiota sem neurônios.; 17; 10; 265; 3; https://twitter.com/alexandregarcia/status/1088218388416090114; None; None
2019-01-23 23:33:19+00:00; alexandregarcia; @marialuciacamps Inculta e bela.; 1; 1; 53; 1; https://twitter.com/alexandregarcia/status/1088218147080073217; None; None
2019-01-23 23:32:19+00:00; alexandregarcia; @cassiagontijo “Bom dia a todos e todas”. Não é divertido?; 28; 6; 404; 3; https://twitter.com/alexandregarcia/status/1088217895363100672; None; None
2019-01-23 23:30:58+00:00; alexandregarcia; @rodolfodpk Treis e douze.; 9; 1; 128; 1; https://twitter.com/alexandregarcia/status/1088217557943943169; None; None
2019-01-23 23:30:07+00:00; alexandregarcia; @LimiarDC Fá-lo-ei fica ótimo para Freud.; 6; 0; 92; 0; https://twitter.com/alexandregarcia/status/1088217344864931840; None; None
2019-01-23 23:17:30+00:00; alexandregarcia; @GeneralMourao O alemão pediu desculpas? Ou quer que a gente lembre von Ribbentrop?; 57; 188; 3053; 3; https://twitter.com/alexandregarcia/status/1088214170179391489; None; None
2019-01-23 23:15:36+00:00; alexandregarcia; Sooofre, Peru!; 32; 48; 947; 4; https://twitter.com/alexandregarcia/status/1088213689788973056; None; None
2019-01-23 23:14:12+00:00; alexandregarcia; @zirigong Bon voyage!; 1; 0; 24; 0; https://twitter.com/alexandregarcia/status/1088213340063698944; None; None
2019-01-23 23:03:52+00:00; alexandregarcia; @JanainaDoBrasil @AntonioMa0809 Oi, Janaína: ontem a filha do Hélio Bicudo, Lúcia, me contou as aventuras tucanas que poderiam atrapalhar o pedido de impeachment daquela senhora.; 87; 198; 3021; 9; https://twitter.com/alexandregarcia/status/1088210737711988736; None; None
2019-01-23 22:59:21+00:00; alexandregarcia; Quando o cara diz: “O governador ele disse” eu desligo.; 213; 463; 6654; 32; https://twitter.com/alexandregarcia/status/1088209599830859776; None; None
2019-01-23 22:53:02+00:00; alexandregarcia; Flores da Cunha, governador, presidente da Câmara Federal, líder gaúcho, jogava poker no Jóquei Club do Rio e ficou incomodado com alguém que atrás dele peruava o jogo. Então, desprezou um four de damas e se virou para trás: “SOFRE, PERU!” Os perus estão sofrendo com Maduro.; 41; 235; 2520; 9; https://twitter.com/alexandregarcia/status/1088208010596499456; None; None
2019-01-23 22:34:36+00:00; alexandregarcia; Meu amigo russo me mostra um estaleiro em S. Petersburgo: “Gosto do Putin, mas não suporto que ele tenha autorizado fazer submarino para aquele comunista da Venezuela”. Vivi para ver e ouvir isso.; 99; 1375; 10482; 26; https://twitter.com/alexandregarcia/status/1088203373843750913; None; None
2019-01-23 22:29:54+00:00; alexandregarcia; @primaria2211 Aquilante!!!!; 0; 0; 46; 0; https://twitter.com/alexandregarcia/status/1088202188030201857; None; None
2019-01-23 22:27:23+00:00; alexandregarcia; @LaydnerR È caduto Il Duce!; 3; 0; 29; 0; https://twitter.com/alexandregarcia/status/1088201557630468097; None; None
2019-01-23 22:24:41+00:00; alexandregarcia; @romulocordeiro8 Tem grana nossa lá.; 12; 4; 211; 0; https://twitter.com/alexandregarcia/status/1088200875678552066; None; None
2019-01-23 22:22:10+00:00; alexandregarcia; @Ssegato Battisti ha intentado Uruguay via Pepe Mujica, pero no logró.; 1; 0; 73; 0; https://twitter.com/alexandregarcia/status/1088200243315990528; None; None
2019-01-23 21:48:15+00:00; alexandregarcia; Maduro foge pra Cuba? Battisti mostrou que Bolívia pode não ser refúgio. Brasil seria refúgio, altri tempi.; 409; 2056; 16635; 69; https://twitter.com/alexandregarcia/status/1088191709702483968; None; None
2019-01-23 21:42:51+00:00; alexandregarcia; @AnaPaulaVolei Os sinos dobram por todos venezuelanos!; 92; 607; 6786; 25; https://twitter.com/alexandregarcia/status/1088190348919296000; None; None
2019-01-23 20:28:21+00:00; alexandregarcia; Brasileiros, conseguimos. Hoje o governo anunciou que os novos passaportes voltam como dantes. https://t.co/H99mUOW5xl; 1559; 3636; 21970; 534; https://twitter.com/alexandregarcia/status/1088171599235334144; None; https://twitter.com/alexandregarcia/status/1085534908687282176
2019-01-23 20:22:43+00:00; alexandregarcia; Da União Soviética à Venezuela; não são as ditaduras socialistas que fracassam; é o próprio socialismo que não funciona, nem com poderes ditatoriais.; 1095; 12555; 52040; 732; https://twitter.com/alexandregarcia/status/1088170182256803843; None; None
2019-01-23 20:19:11+00:00; alexandregarcia; Uma ditadura a menos na América Latina. O povo cubano deve ter entrado em expectativa, depois de quase 60 anos dos Castro. https://t.co/N4inVDVCKo; 110; 1487; 9656; 40; https://twitter.com/alexandregarcia/status/1088169292200402944; None; https://twitter.com/mauriciomacri/status/1088165230499250178
2019-01-23 11:30:28+00:00; alexandregarcia; https://t.co/z6Z0So7ecEão levou 55 dias de Lisboa a Salvador. Com navios e navegação de 300 anos antes, Cabral em 45 dias teria chegado a Porto Seguro? Ou o Porto Seguro é Touros RN e o Monte Pascoal é o Cabugi? https://t.co/A0YpkYkh3g; 69; 176; 1669; 13; https://twitter.com/alexandregarcia/status/1088036236965625856; None; https://twitter.com/laurentinogomes/status/1087725204745437184
2019-01-23 01:26:23+00:00; alexandregarcia; @DelfinoFatima @lf_ponde Tá bichada, Zé/ Ou tem marimbondo no pé; 1; 1; 28; 0; https://twitter.com/alexandregarcia/status/1087884213473472515; None; None
2019-01-23 01:25:24+00:00; alexandregarcia; @LeandroKarlmarx @lf_ponde Tá por dentro, Newton...; 1; 0; 48; 0; https://twitter.com/alexandregarcia/status/1087883969364934656; None; None
2019-01-23 01:21:19+00:00; alexandregarcia; @lilian_tahan @Metropoles Mais um argumento para a previdência diferente.; 115; 226; 3268; 12; https://twitter.com/alexandregarcia/status/1087882939650605056; None; None
2019-01-22 23:42:48+00:00; alexandregarcia; @Gen_Ex_Freitas @CmdoCMS No Ibirapuitã?; 12; 5; 246; 0; https://twitter.com/alexandregarcia/status/1087858146394210305; None; None
2019-01-22 23:24:46+00:00; alexandregarcia; @xicograziano @jairbolsonaro O que foi mais prazeroso em Davos: ouvir Bolsonaro por 7 minutos, ou Lula por 40 e Dilma por 35 minutos?; 2375; 3860; 28566; 490; https://twitter.com/alexandregarcia/status/1087853609587490816; None; None
2019-01-22 22:56:40+00:00; alexandregarcia; @bbcbrasil É o lobby da luva cirúrgica. Obrigado W.S.Halsted e Goodyear!; 6; 18; 254; 2; https://twitter.com/alexandregarcia/status/1087846538129408001; None; None
2019-01-22 22:46:41+00:00; alexandregarcia; @lf_ponde Que tragédia, o fruto cair do pé ainda verde.; 31; 62; 1559; 5; https://twitter.com/alexandregarcia/status/1087844024713646082; None; None
2019-01-22 22:44:43+00:00; alexandregarcia; @benebarbosa_mvb @jairbolsonaro Eu também serei, Elena, depois que desarmarem todos os bandidos, invasores e potenciais tiranos. Aí, invocaremos Michelângelo para repintar a Sistina.; 274; 1360; 12945; 86; https://twitter.com/alexandregarcia/status/1087843532117819393; None; None
2019-01-22 22:39:46+00:00; alexandregarcia; @CarlosdeLannoy Esse Canal da Mancha, que levou Glenn Miller...; 4; 6; 84; 0; https://twitter.com/alexandregarcia/status/1087842282995412994; None; None
2019-01-22 22:34:22+00:00; alexandregarcia; @bbcbrasil Pobre país! Diminuímos tudo.; 49; 52; 975; 3; https://twitter.com/alexandregarcia/status/1087840926800723968; None; None
2019-01-22 22:33:24+00:00; alexandregarcia; @xicograziano Começa no grupo escolar. Antes, fazer certo na primeira vez, era questão de honra.; 7; 22; 552; 0; https://twitter.com/alexandregarcia/status/1087840683493343232; None; None
2019-01-22 21:22:13+00:00; alexandregarcia; Meditação em fim de tarde. https://t.co/P7D3jGYQqs; 334; 383; 9804; 35; https://twitter.com/alexandregarcia/status/1087822770610819072; None; None
2019-01-22 21:09:20+00:00; alexandregarcia; @correio Physique du rôle...; 2; 0; 20; 0; https://twitter.com/alexandregarcia/status/1087819524647342080; None; None
2019-01-22 00:09:17+00:00; alexandregarcia; @CesarPradoBr Elomar? Não sabia! Pensei que fosse de Henfil...; 1; 0; 10; 0; https://twitter.com/alexandregarcia/status/1087502424724643840; None; None
2019-01-22 00:08:07+00:00; alexandregarcia; @talespl Hi!; 1; 0; 29; 0; https://twitter.com/alexandregarcia/status/1087502130838155269; None; None
2019-01-22 00:07:41+00:00; alexandregarcia; @Di0_Salvador Cassolo; 0; 0; 48; 0; https://twitter.com/alexandregarcia/status/1087502023816290304; None; None
2019-01-22 00:05:36+00:00; alexandregarcia; @VirimAndrade @zfabrogmailcom Ferreira; 2; 0; 13; 0; https://twitter.com/alexandregarcia/status/1087501498853060609; None; None
2019-01-21 23:58:42+00:00; alexandregarcia; @gojago77 @bbcbrasil Usei. Mas cortou o fio do telefone.; 2; 0; 40; 0; https://twitter.com/alexandregarcia/status/1087499763300339712; None; None
2019-01-21 23:57:14+00:00; alexandregarcia; @CuryLacerda @bbcbrasil Não conheci. Conte-me.; 10; 1; 78; 0; https://twitter.com/alexandregarcia/status/1087499390812594184; None; None
2019-01-21 23:56:41+00:00; alexandregarcia; @lalaister @bbcbrasil Já tenho repelente sonoro: o vizinho faz muita festa. E não adianta.; 15; 0; 148; 0; https://twitter.com/alexandregarcia/status/1087499252312489986; None; None
2019-01-21 23:55:23+00:00; alexandregarcia; @Jalimarodrigues @bbcbrasil Como certos humanos.; 5; 1; 147; 0; https://twitter.com/alexandregarcia/status/1087498925936963585; None; None
2019-01-21 23:54:57+00:00; alexandregarcia; @eupatriciamatos @bbcbrasil Se você guardar os morcegos  na geladeira, também desaparecerão.; 2; 0; 73; 1; https://twitter.com/alexandregarcia/status/1087498815656071168; None; None
2019-01-21 23:53:41+00:00; alexandregarcia; @o_opinioso @bbcbrasil Com a luz acesa, claro que veremos.; 33; 4; 384; 1; https://twitter.com/alexandregarcia/status/1087498497648140288; None; None
2019-01-21 23:53:04+00:00; alexandregarcia; @johnsoprana @bbcbrasil E se eu desistir antes?; 5; 0; 104; 0; https://twitter.com/alexandregarcia/status/1087498344006647809; None; None
2019-01-21 23:52:04+00:00; alexandregarcia; @LeomirPortela25 @bbcbrasil E chame os bombeiros.; 11; 0; 154; 0; https://twitter.com/alexandregarcia/status/1087498090674819072; None; None
2019-01-21 23:51:21+00:00; alexandregarcia; @BB_JobsBr @bbcbrasil Você já conhece a identidade dele? É o Bruce.; 12; 3; 201; 0; https://twitter.com/alexandregarcia/status/1087497912005861377; None; None
2019-01-21 23:49:11+00:00; alexandregarcia; @CalebeInk @bbcbrasil Acho mais eficaz me fantasiar de pinguim e brandir o guarda-chuva na janela do banheiro.; 10; 3; 118; 1; https://twitter.com/alexandregarcia/status/1087497364968009729; None; None
2019-01-21 23:34:48+00:00; alexandregarcia; @ileonardomarcal @bbcbrasil Eu passava a madrugada chamando ZZP2 para conferir a frequência da ZYU-32. Em 1957. Altri tempi.; 1; 0; 2; 0; https://twitter.com/alexandregarcia/status/1087493746135048192; None; None
2019-01-21 23:29:26+00:00; alexandregarcia; @bbcbrasil Não moro na Austrália. Eu quero saber é desses morcegos que fazem cocô na cama de um quarto de hóspedes aqui em casa. Já fechei a janela e não adiantou. Eles entram pelo banheiro. Me mandem, por favor alguma reportagem que sugira soluções. Agradeço ao jornalismo de serviço.; 668; 266; 5885; 64; https://twitter.com/alexandregarcia/status/1087492395262984192; None; None
